numXbins 34
numYbins 34
xbin  ybin  z
23  0  0.00000000000000000e+00
23  1  0.00000000000000000e+00
23  2  0.00000000000000000e+00
23  3  0.00000000000000000e+00
23  4  0.00000000000000000e+00
23  5  0.00000000000000000e+00
23  6  0.00000000000000000e+00
23  7  0.00000000000000000e+00
23  8  0.00000000000000000e+00
23  9  0.00000000000000000e+00
23  10  0.00000000000000000e+00
23  11  0.00000000000000000e+00
23  12  0.00000000000000000e+00
23  13  0.00000000000000000e+00
23  14  0.00000000000000000e+00
23  15  0.00000000000000000e+00
23  16  0.00000000000000000e+00
23  17  0.00000000000000000e+00
23  18  0.00000000000000000e+00
23  19  0.00000000000000000e+00
23  20  0.00000000000000000e+00
23  21  0.00000000000000000e+00
23  22  0.00000000000000000e+00
23  23  6.40774190757809836e-01
23  24  6.27954837245906505e-02
23  25  3.55917876238440067e-01
23  26  -4.33036250133114198e-02
23  27  0.00000000000000000e+00
23  28  0.00000000000000000e+00
23  29  0.00000000000000000e+00
23  30  0.00000000000000000e+00
23  31  0.00000000000000000e+00
23  32  0.00000000000000000e+00
23  33  0.00000000000000000e+00
24  0  0.00000000000000000e+00
24  1  0.00000000000000000e+00
24  2  0.00000000000000000e+00
24  3  0.00000000000000000e+00
24  4  0.00000000000000000e+00
24  5  0.00000000000000000e+00
24  6  0.00000000000000000e+00
24  7  0.00000000000000000e+00
24  8  0.00000000000000000e+00
24  9  0.00000000000000000e+00
24  10  0.00000000000000000e+00
24  11  0.00000000000000000e+00
24  12  0.00000000000000000e+00
24  13  0.00000000000000000e+00
24  14  0.00000000000000000e+00
24  15  0.00000000000000000e+00
24  16  0.00000000000000000e+00
24  17  0.00000000000000000e+00
24  18  0.00000000000000000e+00
24  19  0.00000000000000000e+00
24  20  0.00000000000000000e+00
24  21  0.00000000000000000e+00
24  22  0.00000000000000000e+00
24  23  -1.43489710334155363e-02
24  24  7.59474140903930284e-01
24  25  2.73142372187136107e-01
24  26  1.19298679583703660e-02
24  27  0.00000000000000000e+00
24  28  0.00000000000000000e+00
24  29  0.00000000000000000e+00
24  30  0.00000000000000000e+00
24  31  0.00000000000000000e+00
24  32  0.00000000000000000e+00
24  33  0.00000000000000000e+00
25  0  0.00000000000000000e+00
25  1  0.00000000000000000e+00
25  2  0.00000000000000000e+00
25  3  0.00000000000000000e+00
25  4  0.00000000000000000e+00
25  5  0.00000000000000000e+00
25  6  0.00000000000000000e+00
25  7  0.00000000000000000e+00
25  8  0.00000000000000000e+00
25  9  0.00000000000000000e+00
